id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
505,0.91,0.9,4,250,5,0,1,0,sales,medium
506,0.51,0.93,3,162,4,0,0,0,support,medium
507,0.22,0.62,6,142,3,0,0,0,IT,low
508,0.2,0.38,6,212,6,0,0,0,sales,high
509,0.83,0.99,4,223,5,0,1,0,accounting,medium
510,0.74,0.95,5,266,10,0,0,1,management,high
511,0.78,0.63,3,192,2,0,0,0,support,medium
512,0.73,0.56,3,245,8,0,0,0,sales,medium
513,0.89,0.87,2,270,6,1,0,0,sales,medium
514,0.61,0.82,3,157,2,0,0,0,accounting,low
515,0.5,1.0,5,264,8,0,0,1,accounting,high
516,0.56,0.79,5,248,3,0,0,0,sales,medium
517,0.84,0.56,5,97,6,0,0,0,technical,low
518,0.97,0.77,3,182,2,1,0,0,support,low
519,0.53,0.75,2,123,4,0,0,0,RandD,medium
520,0.95,0.96,3,220,3,0,0,0,RandD,low
521,0.73,0.98,4,160,3,0,0,0,IT,medium
522,0.88,0.89,4,135,3,0,0,0,IT,medium
523,1.0,0.52,4,171,4,0,0,0,hr,medium
524,0.41,0.56,2,143,3,0,1,0,technical,medium
525,0.98,0.99,4,261,10,1,0,0,sales,low
526,0.71,0.39,3,261,3,0,0,0,RandD,medium
527,0.34,0.56,3,139,2,0,0,0,hr,medium
528,1.0,0.88,4,252,4,0,0,0,accounting,low
529,0.69,0.74,4,237,3,0,0,0,technical,low
530,0.97,0.6,5,133,2,0,0,0,RandD,medium
531,0.12,0.7,4,276,4,0,0,0,sales,low
532,0.85,0.94,5,235,4,0,0,0,sales,low
533,0.74,0.94,4,157,2,0,0,0,sales,medium
534,0.45,0.45,2,131,3,0,1,0,sales,low
535,0.7,0.61,4,163,4,1,0,0,sales,low
536,0.3,0.57,2,158,2,0,0,0,hr,medium
537,0.91,0.55,6,97,4,0,0,0,sales,low
538,0.65,0.78,4,238,5,1,0,0,hr,low
539,0.96,0.51,5,205,2,1,0,0,sales,medium
540,0.09,0.93,6,296,4,0,1,0,technical,medium
541,0.45,0.54,2,142,3,0,1,0,hr,medium
542,0.8,0.64,5,204,2,0,0,0,support,low
543,0.61,0.9,5,113,3,0,0,0,sales,medium
544,0.9,0.65,3,254,2,0,0,0,support,high
545,0.86,0.73,5,259,2,0,0,0,technical,medium
546,0.37,0.45,2,126,3,0,1,0,support,medium
547,0.97,0.55,4,166,3,1,0,0,accounting,high
548,0.64,0.56,3,257,6,0,0,0,marketing,medium
549,0.9,0.67,2,229,4,0,0,0,sales,low
550,0.49,0.52,3,225,2,0,0,0,technical,high
551,0.66,0.65,4,154,3,0,0,0,sales,medium
552,0.66,0.91,5,248,4,0,1,0,management,low
553,0.91,0.97,3,167,2,0,0,0,support,low
554,0.99,0.94,5,151,3,0,0,0,product_mng,medium
555,0.14,0.98,6,221,5,0,0,0,IT,low
556,0.89,0.77,3,144,3,0,0,0,management,high
557,0.45,0.48,2,144,3,0,1,0,marketing,medium
558,0.41,0.68,3,191,4,0,0,0,sales,medium
559,0.37,0.48,2,134,3,0,1,0,marketing,medium
560,0.46,0.49,2,148,3,0,1,0,sales,low
561,0.77,0.56,3,236,3,1,0,0,accounting,medium
562,0.86,0.78,4,164,2,0,0,0,technical,low
563,0.86,0.66,3,150,2,0,0,0,sales,low
564,0.58,0.8,4,113,3,0,0,0,IT,medium
565,0.66,0.66,3,211,4,0,0,0,sales,high
566,0.85,0.6,3,182,3,0,0,0,IT,medium
567,0.92,0.98,3,149,3,0,0,0,support,medium
568,0.67,0.83,3,260,3,0,0,0,technical,low
569,0.76,0.5,4,136,3,0,0,0,marketing,medium
570,0.82,0.99,4,263,6,0,1,0,technical,medium
571,0.37,0.7,2,188,2,0,0,0,sales,high
572,0.48,0.98,3,257,2,0,0,0,support,medium
573,0.53,0.68,3,258,3,0,0,0,IT,low
574,0.49,0.69,2,188,4,0,0,0,sales,medium
575,0.43,0.5,2,161,3,0,1,0,technical,low
576,0.44,0.68,5,209,4,0,0,0,marketing,medium
577,0.36,0.44,5,155,3,0,0,0,technical,medium
578,0.4,0.47,2,146,3,0,1,0,sales,medium
579,0.16,0.98,5,284,5,0,0,0,IT,medium
580,0.15,0.74,6,144,7,0,0,1,management,high
581,0.62,0.89,4,261,2,0,0,0,technical,medium
582,0.68,0.69,4,176,3,1,0,0,IT,medium
583,0.6,0.64,5,221,2,0,0,0,technical,low
584,0.63,0.9,4,188,4,1,0,0,sales,low
585,0.99,0.61,3,154,3,0,0,0,sales,medium
586,0.85,0.8,4,254,2,0,0,0,product_mng,low
587,0.63,0.57,5,149,3,0,0,0,support,low
588,0.42,0.56,2,146,3,0,1,0,RandD,low
589,0.58,0.53,4,181,3,1,0,0,sales,low
590,0.75,0.56,5,175,4,0,0,0,support,low
591,0.76,0.42,3,217,2,0,0,0,sales,low
592,0.8,0.62,4,216,2,0,0,0,marketing,medium
593,0.59,0.52,6,190,4,0,0,0,sales,medium
594,0.39,0.52,2,102,8,0,0,0,technical,medium
595,0.56,0.81,3,165,4,0,0,0,support,low
596,0.62,0.68,3,226,3,0,0,0,technical,medium
597,0.98,0.89,5,181,3,0,0,0,product_mng,low
598,0.41,0.48,3,182,2,0,0,0,IT,low
599,0.29,0.58,5,234,2,0,0,0,product_mng,low
600,0.73,0.62,3,218,3,0,0,0,accounting,medium
601,0.84,0.72,4,222,2,0,0,0,IT,low
602,0.99,0.58,4,183,3,0,0,0,marketing,low
603,0.57,0.98,3,236,3,1,0,0,technical,medium
604,0.77,0.49,2,286,7,0,0,0,marketing,low
605,0.35,0.56,4,142,2,0,0,0,hr,low
606,0.37,0.51,2,127,3,0,1,0,sales,medium
607,0.71,0.68,5,226,3,0,0,0,technical,low
608,0.51,0.56,4,168,2,0,0,0,sales,low
609,0.54,0.84,4,174,2,0,0,0,sales,medium
610,0.58,0.5,5,184,4,0,0,0,sales,medium
611,0.59,0.82,3,162,2,0,0,0,IT,high
612,0.44,0.51,2,145,3,0,1,0,support,low
613,0.66,0.58,4,244,3,0,0,0,sales,medium
614,0.1,0.95,7,301,4,0,1,0,marketing,low
615,0.86,0.57,3,162,7,0,0,0,sales,medium
616,0.64,0.6,3,143,3,0,0,0,technical,medium
617,0.77,0.5,4,281,2,0,0,0,sales,low
618,1.0,0.81,5,178,2,0,0,0,technical,low
619,0.55,0.49,3,152,2,0,0,0,technical,medium
620,0.55,0.65,3,207,3,0,0,0,technical,low
621,0.68,0.8,4,186,3,1,0,0,support,low
622,0.12,0.81,4,287,6,0,0,0,sales,medium
623,0.63,0.88,4,260,2,0,0,0,sales,low
624,0.11,0.83,6,306,4,0,1,0,support,low
625,0.9,0.88,4,205,2,0,0,0,sales,low
626,0.92,0.62,4,266,2,0,0,0,hr,low
627,0.76,0.86,5,223,5,1,1,0,product_mng,medium
628,0.11,0.87,7,278,4,0,1,0,sales,low
629,0.43,0.44,5,213,3,0,0,0,sales,low
630,0.11,0.8,6,282,4,0,1,0,technical,medium
631,0.45,0.46,2,142,3,0,1,0,support,medium
632,0.12,0.58,3,241,2,0,0,0,technical,low
633,0.53,0.73,3,163,3,1,0,0,IT,low
634,0.49,0.8,4,161,2,0,0,0,IT,medium
635,0.8,0.82,4,271,4,0,0,0,sales,low
636,0.95,0.74,4,216,3,0,0,0,RandD,medium
637,0.81,0.9,4,226,5,0,1,0,product_mng,medium
638,0.66,0.5,3,139,10,1,0,0,sales,low
639,0.47,0.4,3,113,3,0,0,0,marketing,high
640,0.73,0.46,4,240,4,1,0,0,RandD,medium
641,0.57,0.54,5,216,3,0,0,0,support,medium
642,0.86,0.89,3,250,2,0,0,0,marketing,medium
643,0.71,0.57,3,218,3,0,0,0,product_mng,low
644,0.77,0.91,4,239,3,1,0,0,product_mng,low
645,0.59,0.54,4,178,2,0,0,0,support,medium
646,0.43,0.75,3,108,2,0,0,0,technical,low
647,0.84,0.48,4,269,2,0,0,0,IT,medium
648,0.98,0.7,4,253,2,0,0,0,support,low
649,0.91,0.67,5,137,3,0,0,0,management,medium
650,0.7,0.83,5,261,4,0,0,0,RandD,high
651,0.62,0.69,4,165,4,1,0,0,technical,medium
652,0.95,0.61,3,224,2,1,0,0,support,low
653,0.1,0.84,6,286,4,0,1,0,product_mng,low
654,0.7,0.57,4,150,4,0,0,0,sales,high
655,0.44,0.56,2,158,3,0,1,0,accounting,medium
656,0.97,0.78,3,268,3,1,0,0,technical,low
657,0.5,0.95,2,208,2,0,0,0,hr,low
658,0.1,0.83,6,292,4,0,1,0,support,low
659,0.1,0.83,6,269,4,0,1,0,IT,low
660,0.96,0.73,5,169,3,1,0,0,product_mng,low
661,0.49,0.91,3,227,3,0,0,0,sales,medium
662,0.16,0.99,3,213,6,1,0,1,RandD,medium
663,0.11,0.89,6,306,4,0,1,0,technical,low
664,0.75,1.0,4,135,4,0,0,0,technical,low
665,0.7,0.73,4,240,2,1,0,0,technical,medium
666,0.66,0.65,3,272,10,0,0,0,IT,medium
667,0.91,0.84,5,265,5,0,1,0,technical,medium
668,0.84,1.0,5,218,5,0,1,0,technical,medium
669,0.65,0.6,3,148,2,0,0,0,technical,low
670,0.45,0.51,2,160,3,1,1,1,sales,low
671,0.62,0.69,3,261,2,0,0,0,IT,medium
672,0.74,0.64,3,136,2,0,0,0,IT,medium
673,0.8,0.55,4,178,2,1,0,0,support,low
674,0.49,0.52,3,156,2,0,0,0,sales,low
675,0.11,0.92,6,269,4,0,1,0,accounting,medium
676,0.78,0.8,3,256,2,0,0,0,IT,medium
677,0.28,0.37,3,164,4,1,0,0,accounting,low
678,0.66,0.85,4,237,3,1,0,0,support,medium
679,0.72,0.63,4,241,4,1,0,0,marketing,medium
680,0.45,0.64,3,169,10,0,0,0,IT,medium
681,0.9,0.74,3,193,3,0,0,0,technical,medium
682,0.75,0.59,3,117,3,1,0,0,RandD,medium
683,0.83,0.86,4,98,4,0,0,0,sales,low
684,0.66,0.7,4,161,3,0,0,0,RandD,low
685,0.43,0.48,2,160,3,0,1,0,sales,medium
686,0.72,0.55,4,145,3,0,0,0,technical,low
687,0.8,0.84,3,186,6,0,0,0,support,low
688,0.88,0.63,3,257,3,0,0,0,sales,low
689,0.98,0.97,3,209,3,0,0,0,support,low
690,0.95,0.81,5,120,3,0,0,0,marketing,low
691,0.65,0.5,5,270,2,0,0,0,sales,low
692,0.4,0.51,2,145,3,0,1,0,hr,low
693,0.96,0.68,5,145,3,1,0,0,sales,medium
694,0.46,0.46,2,154,3,0,1,0,accounting,medium
695,0.79,0.94,4,216,4,0,0,0,sales,medium
696,0.82,0.82,3,164,3,0,0,0,technical,high
697,0.71,0.96,4,131,3,0,0,0,support,medium
698,0.85,0.82,6,141,5,0,0,0,RandD,low
699,0.54,0.79,3,211,3,0,0,0,sales,medium
700,0.63,0.7,5,177,2,1,0,0,sales,medium
701,1.0,0.97,3,216,3,1,0,0,sales,low
702,0.36,0.56,2,137,3,0,1,0,sales,low
703,0.81,0.77,5,102,5,0,0,0,sales,medium
704,0.4,0.98,4,154,3,0,0,0,product_mng,low
705,0.96,0.74,5,160,5,1,0,0,support,low
706,0.94,0.69,5,145,2,0,0,0,product_mng,medium
707,0.98,0.68,5,171,3,0,0,0,management,high
708,0.73,0.49,4,243,2,0,0,0,technical,low
709,0.77,0.98,2,226,3,0,0,0,support,low
710,0.41,0.52,2,147,3,0,1,0,product_mng,medium
711,0.53,0.95,6,205,4,0,1,0,marketing,low
712,0.16,0.63,5,266,7,0,0,0,IT,low
713,0.92,0.66,4,113,3,0,0,0,technical,low
714,0.32,0.5,2,135,5,0,1,0,sales,low
715,0.11,0.79,6,294,4,0,1,0,technical,medium
716,0.63,0.98,4,210,3,0,0,0,sales,medium
717,0.19,0.63,4,278,6,0,0,0,technical,low
718,0.77,1.0,4,232,5,0,1,0,technical,medium
719,0.29,0.75,6,271,10,0,0,0,sales,medium
720,0.42,0.46,2,132,3,0,1,0,sales,low
721,0.94,0.67,3,142,3,0,0,0,technical,medium
722,0.98,0.79,4,231,4,0,0,0,support,medium
723,0.83,0.74,4,249,2,0,0,0,support,medium
724,0.36,0.48,2,137,3,0,1,0,technical,low
725,0.9,0.91,5,176,3,0,0,0,sales,medium
726,0.97,0.79,5,259,3,0,0,1,support,medium
727,0.78,0.96,4,245,3,0,0,0,support,medium
728,0.46,0.49,3,213,3,0,0,0,accounting,low
729,0.16,0.81,2,159,6,1,0,0,RandD,low
730,0.42,0.56,2,134,3,0,1,0,support,low
731,0.71,0.68,4,221,4,0,0,0,technical,medium
732,0.13,0.78,6,152,2,0,1,0,support,low
733,0.62,0.78,5,250,6,0,0,0,sales,low
734,0.89,0.79,5,257,3,0,0,0,marketing,medium
735,0.57,0.49,2,237,2,0,0,0,support,low
736,0.76,0.54,5,278,2,1,0,0,technical,medium
737,0.37,0.46,2,158,3,0,1,0,hr,low
738,0.83,0.56,4,165,2,0,0,0,technical,low
739,0.69,0.72,3,243,3,0,0,0,marketing,low
740,0.72,0.5,3,257,6,0,0,0,IT,low
741,0.92,0.82,4,96,4,0,0,0,IT,medium
742,0.86,0.72,4,178,2,0,0,0,hr,high
743,0.11,0.85,7,272,4,0,1,0,accounting,low
744,0.78,0.99,3,151,3,1,0,0,product_mng,low
745,0.77,0.81,4,164,3,0,0,0,technical,high
746,0.89,0.65,4,184,3,0,0,0,support,low
747,0.76,0.87,5,262,5,0,1,0,support,low
748,0.76,0.94,4,168,6,0,0,0,technical,medium
749,0.59,0.72,3,182,3,0,0,0,sales,medium
750,0.92,0.88,3,184,3,1,0,0,technical,low
751,0.97,0.57,4,150,2,0,0,0,IT,medium
752,0.89,1.0,5,224,5,0,1,0,sales,low
753,0.82,0.92,4,252,5,0,1,0,marketing,medium
754,0.62,0.4,3,158,8,1,0,0,marketing,low
755,0.73,0.64,3,202,4,0,0,0,technical,high
756,0.55,0.72,3,204,2,0,0,0,product_mng,low
757,0.59,0.59,3,141,3,0,0,0,RandD,low
758,0.69,0.52,3,186,3,0,0,0,IT,medium
759,0.94,0.59,3,137,2,0,0,0,sales,medium
760,0.86,0.93,5,223,5,0,1,0,RandD,medium
761,0.86,0.64,3,245,4,0,0,0,support,high
762,0.79,0.59,4,187,2,0,0,0,management,low
763,0.89,0.88,5,241,2,1,0,0,sales,medium
764,0.56,0.92,5,160,3,0,0,0,accounting,low
765,0.13,0.43,4,165,5,0,0,0,sales,low
766,0.1,0.84,5,303,5,0,1,0,accounting,medium
767,0.52,0.69,4,164,2,0,0,0,IT,medium
768,0.26,0.69,4,180,3,1,0,0,accounting,low
769,0.62,0.92,3,228,2,0,0,0,sales,low
770,0.78,0.82,4,142,2,1,0,0,sales,low
771,0.09,0.83,6,295,5,0,1,0,technical,low
772,0.49,0.93,4,184,3,0,0,0,technical,medium
773,0.54,0.57,3,257,2,0,0,0,IT,medium
774,0.43,0.56,2,133,3,0,1,0,RandD,low
775,0.17,0.94,5,273,4,0,0,0,technical,medium
776,0.37,0.5,2,141,3,0,1,0,sales,low
777,0.47,0.43,3,120,3,0,0,0,sales,high
778,0.52,0.78,3,181,3,0,0,0,RandD,medium
779,0.38,0.53,2,156,3,0,1,0,sales,low
780,0.16,0.87,3,99,5,1,0,0,IT,medium
781,0.93,0.71,4,272,2,0,0,0,support,medium
782,0.43,0.47,2,130,3,0,1,0,technical,low
783,0.73,0.86,4,245,6,0,1,0,sales,low
784,0.54,0.96,3,201,3,0,0,0,management,medium
785,0.5,0.49,4,236,3,0,0,0,technical,medium
786,0.73,0.59,6,121,5,0,0,0,sales,low
787,0.7,0.55,4,159,3,0,0,0,sales,low
788,0.71,0.55,5,262,3,0,0,0,support,medium
789,0.76,0.84,4,236,4,0,0,0,support,medium
790,0.93,0.57,5,143,2,0,0,0,support,medium
791,0.55,0.4,3,158,3,0,0,0,hr,low
792,0.88,0.99,5,253,2,0,0,0,technical,medium
793,0.21,0.76,4,165,6,1,0,0,product_mng,low
794,0.89,0.99,4,274,4,0,0,0,technical,low
795,0.1,0.9,7,281,4,0,1,0,sales,low
796,0.42,0.74,5,256,6,0,0,0,management,medium
797,0.78,0.74,6,251,4,0,0,0,technical,low
798,0.09,0.87,7,305,4,0,1,0,sales,medium
799,0.5,0.54,4,175,2,0,0,0,technical,low
800,0.94,0.79,4,136,2,0,0,0,sales,medium
801,0.73,0.97,3,165,2,0,0,0,sales,low
802,0.87,0.89,4,225,8,0,0,0,marketing,low
803,0.77,0.7,3,145,2,0,0,0,product_mng,low
804,0.42,0.56,2,133,3,0,1,0,sales,low
805,0.58,0.66,3,250,5,0,0,0,sales,low
806,0.58,0.57,5,105,6,0,0,0,product_mng,medium
807,0.81,0.81,5,250,4,0,0,1,sales,medium
808,0.88,0.97,4,255,5,1,1,0,IT,low
809,0.88,0.88,3,220,4,0,0,0,hr,medium
810,0.59,0.73,3,159,3,1,0,0,technical,medium
811,0.76,0.89,5,204,3,0,0,0,accounting,low
812,0.93,0.53,5,198,3,0,0,0,sales,low
813,0.7,0.54,5,263,3,0,0,0,technical,low
814,0.96,0.51,4,225,3,0,0,0,marketing,medium
815,0.53,0.65,3,241,3,0,0,0,sales,low
816,0.1,0.86,6,247,4,0,1,0,sales,medium
817,0.55,0.55,5,256,3,0,0,0,RandD,medium
818,0.68,0.48,4,251,4,0,0,0,support,high
819,0.64,0.81,3,225,3,1,0,0,technical,low
820,0.63,0.74,4,234,3,0,0,0,support,low
821,0.09,0.92,7,301,4,0,1,0,marketing,low
822,0.64,0.53,4,133,3,0,0,0,support,low
823,0.58,0.61,3,205,2,0,0,0,technical,medium
824,0.72,0.67,5,219,3,0,0,0,IT,low
825,0.82,0.92,5,225,5,0,1,0,sales,low
826,0.17,0.5,4,274,6,0,0,0,sales,medium
827,0.4,0.52,2,147,3,0,1,0,product_mng,medium
828,0.72,0.71,4,256,3,0,0,1,sales,medium
829,0.89,0.98,5,274,5,0,1,0,product_mng,medium
830,0.55,0.72,3,110,3,0,0,0,support,medium
831,0.69,0.55,3,188,3,0,0,0,RandD,medium
832,0.56,0.41,6,142,3,0,0,0,product_mng,medium
833,0.88,0.87,4,235,6,0,1,0,management,low
834,0.93,0.88,5,140,3,0,0,0,RandD,high
835,0.25,0.82,5,244,5,1,0,0,sales,medium
836,0.5,0.74,4,272,5,0,0,0,accounting,low
837,0.88,0.99,5,253,2,0,0,0,technical,medium
838,0.1,0.84,6,261,4,0,1,0,accounting,medium
839,0.99,0.92,4,212,3,0,0,0,support,low
840,0.84,0.88,4,263,5,1,1,0,marketing,low
841,0.57,0.39,2,145,3,0,0,0,sales,medium
842,0.68,0.51,3,185,3,0,0,0,marketing,medium
843,1.0,0.63,2,105,2,0,0,0,sales,medium
844,0.54,0.58,3,234,3,0,0,0,sales,medium
845,0.75,0.89,6,250,2,0,0,0,marketing,medium
846,0.82,0.49,5,203,6,0,0,0,technical,low
847,0.95,0.87,4,135,3,0,0,0,technical,low
848,0.88,0.98,3,152,3,0,0,0,support,medium
849,0.53,0.64,3,143,2,0,0,0,sales,low
850,0.73,0.53,3,184,2,0,0,0,product_mng,low
851,0.62,0.9,4,155,4,0,0,0,sales,low
852,0.75,0.51,4,138,4,0,0,0,marketing,medium
853,0.46,0.62,2,187,3,0,0,0,hr,low
854,0.91,0.61,3,262,3,0,0,0,technical,low
855,0.09,0.97,7,262,4,0,1,0,technical,low
856,0.12,0.8,5,136,2,0,1,0,technical,low
857,0.56,0.66,5,216,2,0,0,0,technical,high
858,0.96,0.8,4,145,2,0,0,0,hr,medium
859,0.69,0.93,3,228,4,0,0,0,technical,medium
860,0.69,0.95,5,184,2,0,0,0,support,medium
861,0.1,0.94,6,285,4,0,1,0,support,medium
862,0.85,0.99,5,248,5,0,1,0,sales,low
863,0.83,0.85,4,261,3,0,0,0,technical,low
864,0.16,0.42,3,182,3,1,0,0,product_mng,low
865,0.26,0.91,6,113,2,0,0,0,sales,medium
866,0.38,0.49,2,137,3,0,1,0,technical,medium
867,0.6,0.9,4,260,2,0,0,0,sales,medium
868,0.5,0.48,4,130,10,0,0,0,sales,high
869,0.58,0.56,3,151,2,0,0,0,product_mng,low
870,0.96,0.6,3,160,10,0,0,0,support,medium
871,0.48,0.88,3,239,3,0,1,0,sales,low
872,0.75,0.98,4,198,3,0,0,0,support,low
873,0.53,0.51,4,240,2,0,0,0,marketing,low
874,0.55,0.69,4,220,3,1,0,0,management,high
875,0.34,0.46,5,131,3,0,0,0,marketing,medium
876,0.57,0.54,3,157,4,1,0,0,sales,high
877,0.56,0.55,3,250,4,0,0,0,technical,medium
878,0.59,0.41,4,139,3,0,0,0,accounting,low
879,0.77,0.71,5,204,3,0,0,0,sales,high
880,0.61,0.64,4,201,3,0,0,0,sales,low
881,0.42,0.46,2,141,3,0,1,0,marketing,medium
882,0.14,0.73,6,237,5,0,0,0,IT,medium
883,0.95,0.78,3,204,2,1,0,0,marketing,medium
884,0.66,0.49,5,235,8,1,0,0,sales,low
885,0.66,0.72,4,271,3,0,0,0,sales,low
886,0.5,0.75,4,239,2,0,0,0,accounting,low
887,0.87,0.9,4,214,3,0,0,0,technical,medium
888,0.4,0.49,2,143,3,0,1,0,product_mng,medium
889,0.85,0.82,4,270,5,0,1,0,sales,low
890,0.59,0.81,4,189,3,0,0,0,sales,medium
891,0.42,0.5,5,286,4,0,0,0,sales,high
892,0.59,0.68,4,273,2,0,0,0,technical,low
893,0.55,0.97,5,125,4,0,0,0,sales,medium
894,0.17,0.57,4,116,3,0,0,0,sales,medium
895,0.47,0.55,2,156,2,0,0,0,management,medium
896,0.84,0.94,5,222,6,0,1,0,product_mng,low
897,0.46,0.87,5,254,5,1,0,0,sales,low
898,0.69,0.83,4,264,3,0,0,0,technical,low
899,0.09,0.96,6,245,4,0,1,0,IT,low
900,0.53,0.8,2,225,7,1,0,1,management,high
901,0.5,0.96,5,229,4,0,0,0,marketing,medium
902,0.32,0.42,2,99,4,0,0,0,technical,low
903,0.56,0.87,3,146,10,0,0,0,sales,low
904,0.5,0.49,3,180,3,1,0,0,marketing,low
905,0.1,0.95,6,264,5,0,1,0,RandD,medium
906,0.29,0.85,4,211,2,0,0,0,product_mng,low
907,0.42,0.44,3,183,2,0,0,0,product_mng,medium
908,0.24,0.63,4,203,5,0,0,0,technical,low
909,0.54,0.49,2,155,2,1,0,0,marketing,medium
910,0.74,0.89,3,229,3,0,0,0,IT,medium
911,0.99,0.71,4,155,3,0,0,0,sales,low
912,0.51,0.9,5,193,4,0,0,0,support,medium
913,0.43,0.48,2,147,3,0,1,0,IT,medium
914,0.73,0.86,5,249,5,0,1,0,technical,low
915,0.69,0.78,5,131,8,0,0,0,support,low
916,0.95,0.71,3,251,2,1,0,0,hr,low
917,0.99,0.6,3,262,2,0,0,0,marketing,low
918,0.93,0.83,4,225,2,0,0,0,sales,medium
919,0.54,0.91,3,249,3,0,0,0,technical,high
920,0.72,0.49,4,148,2,0,0,0,IT,low
921,0.44,0.56,2,141,3,0,1,0,sales,low
922,0.57,0.59,4,206,3,0,0,0,RandD,medium
923,0.61,0.5,4,271,3,1,0,0,sales,medium
924,0.56,0.55,3,245,2,0,0,0,IT,medium
925,0.78,0.68,4,174,3,1,0,0,RandD,low
926,0.38,0.56,2,154,3,0,1,0,sales,low
927,0.96,0.97,5,240,2,0,0,0,sales,low
928,0.77,0.89,4,269,10,0,0,0,management,high
929,0.51,0.56,4,168,2,0,0,0,sales,low
930,0.77,0.62,3,218,2,0,0,0,support,medium
931,0.84,0.49,4,152,3,0,0,0,sales,low
932,0.81,0.91,4,229,5,0,1,0,support,low
933,0.96,0.66,3,155,2,0,0,0,sales,low
934,0.42,0.6,2,188,3,0,0,0,product_mng,medium
935,0.85,0.99,6,153,6,0,0,0,technical,medium
936,0.7,0.59,3,138,3,0,0,0,RandD,low
937,0.92,0.67,4,241,3,0,0,0,technical,high
938,0.74,0.58,3,220,2,0,0,0,hr,high
939,0.41,0.45,2,144,3,1,1,0,product_mng,low
940,0.82,0.62,4,267,3,1,0,0,accounting,medium
941,0.66,0.61,3,156,3,1,0,0,technical,medium
942,0.34,0.52,6,265,6,0,0,0,sales,medium
943,0.87,0.94,4,189,3,0,0,1,sales,medium
944,0.52,0.92,5,280,6,1,0,0,hr,high
945,0.49,0.89,4,201,8,0,0,0,sales,medium
946,0.09,0.93,7,270,4,0,1,0,sales,medium
947,0.74,0.73,3,267,3,0,0,0,product_mng,low
948,0.92,0.92,3,244,2,0,0,0,sales,high
949,0.25,0.41,3,133,6,1,0,0,sales,low
950,0.91,1.0,4,125,4,0,0,0,sales,medium
951,0.4,0.5,2,141,3,1,1,0,technical,low
952,0.79,0.87,4,223,5,0,0,0,sales,medium
953,0.83,0.73,4,157,2,0,0,0,RandD,medium
954,0.54,0.88,4,170,4,0,0,0,RandD,low
955,0.44,0.42,3,178,3,0,0,0,support,high
956,0.5,0.5,5,166,2,0,0,0,support,medium
957,0.43,0.57,2,135,3,0,1,0,support,low
958,0.78,0.89,4,137,3,0,0,0,IT,medium
959,0.73,0.95,4,243,3,0,0,0,technical,medium
960,0.93,0.55,5,222,2,0,0,0,sales,low
961,0.61,0.83,5,236,2,0,0,0,sales,medium
962,0.83,0.88,5,239,5,0,1,0,support,low
963,0.17,0.66,6,174,3,0,0,0,sales,medium
964,0.52,0.84,2,266,2,0,0,0,sales,low
965,0.65,0.86,4,256,2,0,0,0,support,medium
966,0.82,0.87,3,204,4,0,0,0,support,medium
967,0.9,0.55,3,259,10,1,0,1,management,high
968,0.8,0.82,3,218,3,0,0,0,sales,low
969,0.19,0.59,7,192,3,0,1,0,sales,low
970,0.84,0.5,3,227,2,0,0,0,support,low
971,0.63,0.64,3,208,2,1,0,0,support,low
972,0.5,0.7,3,159,3,0,0,0,hr,low
973,0.44,0.45,3,133,2,1,0,0,support,medium
974,0.81,0.52,3,162,3,0,0,0,marketing,medium
975,0.95,0.77,5,199,10,1,0,0,sales,medium
976,0.92,0.44,3,260,8,0,0,0,sales,low
977,0.59,0.59,4,270,2,0,0,0,technical,low
978,0.66,0.99,4,263,2,0,0,0,support,low
979,0.44,0.45,2,156,3,0,1,0,hr,medium
980,0.31,0.87,4,184,3,0,1,0,technical,low
981,0.9,0.93,4,263,3,1,0,0,support,medium
982,0.77,0.5,3,141,3,0,0,0,IT,medium
983,0.85,0.85,5,267,5,0,1,0,support,medium
984,0.45,0.62,6,129,5,0,0,0,support,low
985,0.41,0.55,2,148,3,0,1,0,sales,low
986,0.16,0.94,4,261,6,0,0,0,technical,low
987,0.52,0.81,3,253,2,0,0,0,support,medium
988,0.89,0.91,3,233,2,0,0,0,IT,medium
989,0.57,0.98,3,188,5,0,0,0,support,medium
990,0.65,0.67,5,128,5,0,0,0,marketing,medium
991,0.89,0.51,3,249,3,0,0,0,RandD,medium
992,0.83,0.9,3,179,2,1,0,0,product_mng,low
993,0.72,0.99,4,156,2,1,0,0,sales,low
994,0.8,0.77,4,194,3,0,0,0,accounting,medium
995,0.76,0.81,3,225,3,0,0,0,technical,medium
996,0.99,0.7,3,219,3,0,0,0,support,low
997,0.83,0.57,4,232,3,0,0,0,sales,medium
998,0.6,0.92,4,164,4,0,0,0,sales,medium
999,0.62,0.56,4,267,4,0,0,0,support,medium
1000,0.95,0.5,4,259,3,0,0,0,sales,low
1001,0.7,0.54,3,194,2,1,0,0,IT,low
1002,0.59,0.77,3,272,8,0,0,0,management,high
1003,0.82,0.84,3,139,2,1,0,0,sales,low
1004,0.98,0.63,3,135,3,0,0,0,sales,low
1005,0.82,0.98,5,234,5,0,1,0,marketing,medium
1006,0.8,0.53,3,255,5,0,1,0,technical,high
1007,0.72,0.63,3,176,3,1,0,0,technical,low
1008,0.48,0.5,5,142,4,0,0,0,IT,medium
1009,0.39,0.68,2,282,5,0,1,0,marketing,low
